ProductId,Area Code,Date,Inventory,Budget Sales,Budget Margin,Budget COGS,Budget Profit,Sales,Margin,COGS,Profit,Total Expenses,Marketing
1,503,2013-07-01,517,110,70,40,20,94,56,39,-14,61,36
1,503,2013-09-01,509,150,90,60,30,134,74,52,-4,77,47
1,503,2013-10-01,503,170,100,70,50,130,71,51,-7,76,46
1,513,2012-06-01,397,120,70,50,40,118,68,50,24,44,16
1,513,2012-12-01,424,120,70,50,40,127,73,54,29,44,17
1,513,2013-06-01,397,120,70,50,40,117,68,50,33,41,16
1,513,2013-07-01,420,110,70,40,40,109,63,47,28,40,15
1,515,2012-04-01,820,40,20,20,10,47,28,19,11,17,5
1,515,2013-04-01,820,40,20,20,10,50,28,19,16,17,5
1,515,2013-10-01,846,40,30,10,30,55,31,21,22,16,5
1,541,2012-01-01,435,180,110,70,40,150,87,63,1,86,57
1,541,2012-06-01,496,130,80,50,30,107,63,44,-6,69,40
1,541,2012-08-01,513,110,70,40,20,89,52,37,-11,63,33
1,541,2012-09-01,509,150,90,60,30,126,74,52,-3,77,47
1,541,2012-11-01,509,140,80,60,10,125,73,52,-4,77,47
1,541,2013-02-01,427,160,100,60,40,137,75,54,-6,79,49
1,541,2013-12-01,521,130,80,50,20,119,65,47,-10,72,42
1,562,2012-08-01,2105,100,-90,190,-150,87,-67,154,-139,72,49
1,562,2013-04-01,964,130,-20,150,-70,117,-13,123,-113,63,39
1,563,2012-10-01,846,40,30,10,30,52,31,21,15,16,5
1,563,2012-11-01,848,30,20,10,10,39,24,15,8,16,4
1,563,2013-01-01,821,40,30,10,20,50,27,18,17,17,5
1,563,2013-12-01,851,40,30,10,20,44,25,16,15,15,4
1,567,2013-04-01,336,130,80,50,50,137,74,55,42,46,18
1,603,2012-01-01,241,80,50,30,30,93,55,38,20,35,12
1,603,2012-02-01,236,90,60,30,40,101,60,41,25,35,13
1,603,2012-03-01,231,100,60,40,40,107,64,43,29,35,13
1,603,2012-04-01,241,110,70,40,40,121,72,49,33,39,15
1,603,2012-05-01,265,110,70,40,40,125,74,51,35,39,16
1,603,2012-06-01,302,130,80,50,50,138,82,56,41,41,17
1,603,2012-07-01,329,140,90,50,70,151,90,61,49,41,19
1,603,2012-08-01,322,140,90,50,70,151,90,61,48,42,19
1,603,2012-09-01,315,110,70,40,50,120,71,49,33,38,15
1,603,2012-10-01,310,90,60,30,60,120,71,49,33,38,15
1,603,2012-11-01,316,100,60,40,40,113,67,46,30,37,14
1,603,2012-12-01,327,110,70,40,50,127,75,52,37,38,16
1,603,2013-01-01,241,80,50,30,30,104,55,38,31,37,12
1,603,2013-02-01,236,90,60,30,40,108,60,41,37,35,13
1,603,2013-03-01,231,100,60,40,40,114,64,43,43,35,13
1,603,2013-04-01,241,110,70,40,40,129,72,49,49,39,15
1,603,2013-05-01,265,110,70,40,40,124,74,51,48,36,16
1,603,2013-06-01,302,130,80,50,50,137,82,56,57,38,17
1,603,2013-07-01,329,140,90,50,70,150,90,61,68,38,19
1,603,2013-08-01,322,140,90,50,70,150,90,61,66,39,19
1,603,2013-09-01,315,110,70,40,50,128,71,49,49,38,15
1,603,2013-10-01,310,90,60,30,60,128,71,49,49,38,15
1,603,2013-11-01,316,100,60,40,40,120,67,46,45,37,14
1,603,2013-12-01,327,110,70,40,50,135,75,52,55,38,16
1,608,2013-01-01,312,120,70,50,30,134,66,54,20,56,20
1,608,2013-09-01,391,150,80,70,30,159,82,67,34,59,25
1,614,2012-07-01,420,110,70,40,40,110,63,47,20,43,15
1,614,2012-09-01,410,130,80,50,50,125,72,53,28,44,17
1,614,2013-03-01,323,140,80,60,50,143,77,57,47,45,18
1,614,2013-10-01,405,110,70,40,60,131,71,52,39,45,17
1,619,2012-11-01,2758,130,0,130,-50,116,3,113,-56,59,36
1,626,2013-02-01,685,160,30,130,-20,141,28,104,-40,55,33
1,641,2012-06-01,843,60,40,20,30,58,35,23,18,17,6
1,641,2012-08-01,851,60,40,20,30,63,38,25,19,19,7
1,641,2012-12-01,851,40,30,10,20,41,25,16,10,15,4
1,650,2013-06-01,1514,120,-50,170,-110,95,-45,141,-156,63,45
1,661,2013-07-01,1832,100,-90,190,-150,86,-67,154,-190,66,49
1,707,2012-06-01,1514,120,-50,170,-110,96,-45,141,-113,68,45
1,712,2012-02-01,818,40,30,10,20,45,27,18,10,17,5
1,712,2012-03-01,816,40,30,10,20,45,27,18,10,17,5
1,712,2012-05-01,829,50,30,20,20,49,29,20,12,17,5
1,712,2013-03-01,816,40,30,10,20,48,27,18,15,17,5
1,712,2013-07-01,854,60,40,20,30,60,36,25,23,18,7
1,712,2013-11-01,848,30,20,10,10,42,24,15,12,16,4
1,714,2012-09-01,2378,130,-20,150,-70,109,-13,122,-74,61,39
1,714,2013-09-01,2378,130,-20,150,-70,116,-13,122,-110,61,39
1,715,2012-06-01,377,130,70,60,20,133,74,59,19,55,22
1,715,2012-08-01,397,140,80,60,30,140,77,63,21,56,23
1,715,2012-10-01,385,120,80,40,50,126,70,56,15,55,21
1,715,2012-12-01,403,140,80,60,30,145,80,65,22,58,24
1,715,2013-02-01,306,120,70,50,30,126,65,53,18,53,20
1,715,2013-04-01,313,130,70,60,20,135,70,57,24,54,21
1,715,2013-06-01,377,130,70,60,20,132,74,59,26,51,22
1,719,2012-01-01,777,220,130,90,100,219,130,89,94,36,24
1,719,2012-06-01,897,280,170,110,130,276,163,113,121,42,31
1,719,2012-12-01,959,290,170,120,130,302,179,123,134,45,34
1,719,2013-01-01,777,220,130,90,100,245,130,89,146,38,24
1,719,2013-06-01,897,280,170,110,130,274,163,113,167,39,31
1,719,2013-10-01,915,300,180,120,160,322,179,123,197,46,34
1,719,2013-11-01,930,280,170,110,130,309,172,118,190,44,33
1,720,2012-03-01,756,220,130,90,100,213,126,87,90,36,24
1,720,2012-04-01,777,230,140,90,110,223,132,91,96,36,25
1,720,2012-05-01,821,260,150,110,120,256,152,104,111,41,29
1,720,2012-07-01,952,260,150,110,120,256,152,104,111,41,29
1,720,2012-08-01,941,310,180,130,140,301,178,123,133,45,34
1,720,2013-02-01,766,250,150,100,120,259,144,99,156,39,27
1,720,2013-05-01,821,260,150,110,120,254,152,104,153,38,29
1,720,2013-07-01,952,260,150,110,120,254,152,104,153,38,29
1,720,2013-08-01,941,310,180,130,140,298,178,123,184,42,34
1,740,2012-01-01,336,140,80,60,50,140,80,60,34,46,19
1,740,2012-04-01,336,130,80,50,50,129,74,55,28,46,18
1,801,2012-01-01,965,210,120,90,80,170,92,78,47,45,24
1,801,2012-08-01,1064,130,70,60,40,110,60,50,24,36,15
1,801,2012-09-01,1059,170,100,70,70,136,74,62,33,41,19
1,801,2012-11-01,1060,170,90,80,50,150,81,69,39,42,21
1,801,2013-01-01,965,210,120,90,80,190,92,78,73,47,24
1,801,2013-02-01,956,200,110,90,70,176,90,75,68,44,23
1,801,2013-04-01,965,200,110,90,70,178,91,76,70,44,23
1,801,2013-07-01,1070,160,90,70,60,131,72,60,44,37,18
1,805,2013-05-01,1215,130,-30,160,-80,105,-21,127,-116,59,40
1,818,2012-04-01,964,130,-20,150,-70,110,-13,123,-76,63,39
1,818,2012-10-01,2555,150,-20,170,-60,109,-13,122,-74,61,39
1,858,2013-08-01,2105,100,-90,190,-150,86,-67,154,-192,67,49
1,909,2012-02-01,685,160,30,130,-20,132,28,104,-27,55,33
1,909,2013-10-01,2555,150,-20,170,-60,116,-13,122,-110,61,39
1,916,2012-01-01,608,180,70,110,30,145,50,95,-2,52,30
1,916,2013-03-01,796,150,20,130,-30,133,16,109,-61,57,34
1,916,2013-11-01,2758,130,0,130,-50,124,3,113,-83,59,36
1,920,2012-04-01,313,130,70,60,20,127,70,57,16,54,21
1,920,2012-07-01,403,130,70,60,20,133,74,59,18,56,22
1,920,2013-12-01,403,140,80,60,30,155,80,65,33,58,24
1,925,2012-03-01,796,150,20,130,-30,125,16,109,-41,57,34
1,937,2012-02-01,329,140,80,60,50,140,80,60,33,47,19
1,937,2012-03-01,323,140,80,60,50,134,77,57,32,45,18
1,951,2012-12-01,2947,120,-30,150,-90,102,-25,127,-88,63,40
1,970,2012-09-01,928,310,180,130,140,302,179,123,134,45,34
1,970,2012-10-01,915,300,180,120,160,302,179,123,133,46,34
1,970,2012-11-01,930,280,170,110,130,290,172,118,128,44,33
1,970,2013-04-01,777,230,140,90,110,238,132,91,142,36,25
1,970,2013-09-01,928,310,180,130,140,322,179,123,199,45,34
1,971,2012-02-01,427,160,100,60,40,129,75,54,-4,79,49
1,971,2012-04-01,433,150,90,60,30,125,73,52,-3,76,47
1,971,2012-07-01,517,110,70,40,20,95,56,39,-10,66,36
1,971,2012-10-01,503,170,100,70,50,122,71,51,-5,76,46
1,971,2013-03-01,421,150,90,60,30,133,73,52,-4,76,47
1,971,2013-05-01,458,160,100,60,40,127,75,53,-3,72,48
1,971,2013-08-01,513,110,70,40,20,88,52,37,-15,59,33
1,971,2013-11-01,509,140,80,60,10,133,73,52,-6,77,47
2,203,2012-04-01,962,270,160,110,110,292,176,116,107,69,38
2,203,2012-07-01,1148,210,130,80,90,225,135,90,75,60,29
2,203,2012-11-01,1134,290,180,110,130,325,195,130,122,73,42
2,203,2012-12-01,1166,260,160,100,110,289,174,115,105,69,37
2,203,2013-07-01,1148,210,130,80,90,223,135,90,104,56,29
2,203,2013-08-01,1139,210,130,80,90,223,135,90,104,56,29
2,203,2013-09-01,1130,240,150,90,110,275,155,103,135,64,33
2,203,2013-10-01,1119,260,160,100,130,334,188,125,171,73,41
2,203,2013-11-01,1134,290,180,110,130,346,195,130,181,73,42
2,206,2012-01-01,338,160,100,60,70,130,77,53,38,39,16
2,206,2012-03-01,325,180,110,70,80,150,89,61,48,41,19
2,206,2012-10-01,438,230,140,90,110,167,99,68,56,43,21
2,206,2013-01-01,338,160,100,60,70,145,77,53,59,41,16
2,206,2013-04-01,340,210,130,80,90,180,100,69,80,46,22
2,206,2013-06-01,425,240,150,90,110,191,114,79,91,45,25
2,209,2012-04-01,2108,890,540,350,400,712,428,284,276,152,99
2,209,2013-04-01,2108,890,540,350,400,759,428,284,410,152,99
2,210,2012-06-01,1213,660,360,300,270,532,288,244,192,96,75
2,213,2013-02-01,2067,800,480,320,360,687,387,258,364,142,90
2,213,2013-08-01,2617,1130,680,450,520,902,546,364,508,166,127
2,213,2013-11-01,2580,740,450,290,310,664,374,249,349,139,87
2,214,2012-09-01,1268,680,370,310,280,546,295,251,197,98,77
2,217,2012-01-01,862,360,210,150,130,345,201,144,111,90,47
2,217,2012-03-01,829,380,220,160,140,367,213,154,119,94,50
2,217,2012-04-01,865,470,270,200,170,456,265,191,156,109,63
2,224,2013-08-01,1167,490,290,200,190,463,271,196,225,100,64
2,225,2012-01-01,777,100,60,40,50,85,51,34,30,21,9
2,225,2012-03-01,768,100,60,40,50,82,49,33,29,20,9
2,225,2012-10-01,829,160,90,70,80,119,71,48,47,24,13
2,225,2012-11-01,834,130,80,50,60,115,68,47,44,24,13
2,225,2013-04-01,776,100,60,40,50,92,51,35,45,21,9
2,225,2013-06-01,822,130,80,50,60,106,64,43,55,22,12
2,234,2012-08-01,428,80,50,30,30,85,51,34,19,32,10
2,234,2013-05-01,384,100,60,40,30,102,61,42,33,34,13
2,234,2013-06-01,414,90,50,40,20,92,55,38,26,33,12
2,234,2013-07-01,432,80,50,30,30,84,51,34,25,31,10
2,234,2013-11-01,424,110,70,40,40,121,68,46,47,36,14
2,253,2012-05-01,373,210,130,80,90,175,104,71,58,46,22
2,253,2012-12-01,461,200,120,80,80,176,104,72,58,46,23
2,253,2013-05-01,373,210,130,80,90,173,104,71,80,43,22
2,253,2013-07-01,463,260,160,100,120,209,125,86,104,46,27
2,253,2013-11-01,446,180,110,70,70,166,93,63,74,43,20
2,262,2012-01-01,551,190,110,80,20,190,111,79,9,102,72
2,262,2012-03-01,532,230,130,100,30,227,132,95,17,115,86
2,262,2012-05-01,599,230,140,90,40,221,129,92,17,112,83
2,262,2012-07-01,717,310,180,130,60,297,173,124,32,141,112
2,262,2012-11-01,694,220,130,90,30,224,130,94,16,114,85
2,262,2013-05-01,599,230,140,90,40,219,129,92,23,104,83
2,262,2013-06-01,665,270,160,110,50,262,154,110,33,121,100
2,262,2013-12-01,716,240,140,100,30,266,145,105,30,125,95
2,281,2013-09-01,1268,680,370,310,280,582,295,251,292,98,77
2,303,2012-05-01,584,190,110,80,80,190,107,83,68,39,27
2,303,2013-02-01,613,190,110,80,80,202,107,83,101,39,27
2,303,2013-07-01,564,200,110,90,80,197,112,87,98,38,28
2,303,2013-09-01,548,130,70,60,50,141,74,58,62,32,19
2,303,2013-10-01,541,80,50,30,50,96,51,39,40,24,12
2,305,2012-04-01,653,210,130,80,90,222,134,88,73,61,29
2,305,2013-07-01,822,270,170,100,120,283,172,114,144,63,37
2,309,2012-09-01,1148,400,230,170,140,387,225,162,129,96,53
2,312,2012-02-01,844,370,220,150,140,354,206,148,115,91,48
2,312,2012-07-01,1190,590,340,250,230,567,329,238,208,121,78
2,312,2013-02-01,844,370,220,150,140,377,206,148,171,91,48
2,312,2013-06-01,1095,500,290,210,190,474,278,200,230,103,66
2,312,2013-12-01,1191,520,300,220,190,569,310,224,288,116,73
2,314,2012-02-01,484,200,110,90,50,193,107,86,42,65,32
2,314,2012-09-01,599,150,80,70,30,150,83,67,25,58,25
2,314,2013-01-01,494,190,100,90,40,213,105,85,61,69,32
2,314,2013-03-01,476,190,100,90,40,201,104,85,58,65,32
2,314,2013-07-01,613,170,90,80,40,167,93,76,43,58,28
2,315,2012-10-01,2548,540,330,210,230,650,390,260,247,143,91
2,315,2013-12-01,2642,620,370,250,250,745,420,279,402,149,97
2,318,2012-05-01,793,120,70,50,50,99,59,40,36,23,11
2,318,2012-07-01,843,120,70,50,50,99,59,40,36,23,11
2,318,2012-09-01,834,140,80,60,60,119,71,48,46,25,13
2,318,2012-12-01,845,140,90,50,70,120,71,49,46,25,13
2,318,2013-05-01,793,120,70,50,50,98,59,40,50,21,11
2,318,2013-09-01,834,140,80,60,60,127,71,48,68,25,13
2,318,2013-11-01,834,130,80,50,60,123,68,47,65,24,13
2,319,2012-02-01,961,60,40,20,20,63,35,28,6,29,8
2,319,2012-09-01,1003,70,40,30,20,72,39,33,7,32,10
2,319,2013-04-01,964,60,40,20,20,65,33,28,4,30,8
2,319,2013-07-01,1010,70,40,30,20,74,41,34,12,30,10
2,319,2013-08-01,1007,90,50,40,20,89,49,41,21,32,12
2,330,2013-02-01,357,130,80,50,50,136,76,52,56,38,16
2,330,2013-03-01,351,120,70,50,40,129,72,49,52,37,15
2,330,2013-04-01,363,110,70,40,40,114,64,43,40,37,13
2,330,2013-08-01,428,80,50,30,30,84,51,34,26,30,10
2,330,2013-12-01,435,90,50,40,20,108,60,41,36,36,13
2,337,2012-02-01,772,110,70,40,60,94,56,38,34,22,10
2,337,2012-06-01,822,130,80,50,60,107,64,43,40,24,12
2,337,2013-01-01,777,100,60,40,50,95,51,34,47,22,9
2,337,2013-03-01,768,100,60,40,50,87,49,33,43,20,9
2,337,2013-07-01,843,120,70,50,50,98,59,40,50,21,11
2,337,2013-10-01,829,160,90,70,80,127,71,48,70,24,13
2,339,2013-04-01,-348,490,430,60,400,553,451,68,589,54,22
2,347,2012-11-01,2580,560,340,220,230,623,374,249,236,138,87
2,351,2012-12-01,-3534,450,390,60,360,510,443,67,390,53,22
2,351,2013-05-01,-663,520,460,60,430,546,487,64,599,49,21
2,351,2013-12-01,-3534,450,390,60,360,543,443,67,579,53,22
2,352,2013-09-01,798,230,140,90,100,265,150,99,128,64,32
2,360,2012-09-01,445,200,120,80,80,167,99,68,56,43,21
2,360,2013-02-01,331,170,100,70,70,151,84,58,65,40,18
2,360,2013-10-01,438,230,140,90,110,178,99,68,83,43,21
2,360,2013-12-01,461,200,120,80,80,188,104,72,86,46,23
2,361,2013-04-01,969,570,310,260,230,486,247,209,239,86,64
2,386,2012-09-01,798,230,140,90,100,249,150,99,86,64,32
2,405,2012-04-01,608,130,80,50,60,106,60,46,33,27,15
2,405,2012-08-01,587,190,110,80,80,155,87,68,53,34,22
2,405,2012-12-01,551,220,130,90,100,185,104,81,66,38,26
2,405,2013-02-01,618,120,70,50,50,107,56,44,43,27,14
2,405,2013-03-01,613,120,70,50,50,104,55,43,43,26,14
2,405,2013-06-01,597,120,70,50,50,98,56,43,40,25,14
2,407,2012-10-01,788,170,110,60,90,205,123,82,64,59,27
2,407,2013-12-01,817,190,120,70,80,236,133,88,108,60,29
2,409,2012-01-01,965,560,300,260,220,452,245,207,159,86,64
2,409,2013-12-01,1321,620,340,280,240,559,284,241,279,96,74
2,413,2012-01-01,558,460,400,60,360,494,422,72,367,55,23
2,413,2012-09-01,-2572,540,490,50,460,576,516,60,465,51,19
2,413,2013-01-01,558,460,400,60,360,553,422,72,572,58,23
2,414,2012-09-01,692,230,140,90,40,223,130,93,16,114,84
2,414,2013-10-01,683,230,140,90,60,245,134,96,27,116,87
2,415,2012-02-01,2067,800,480,320,360,645,387,258,245,142,90
2,417,2012-08-01,606,160,90,70,40,160,88,72,27,61,27
2,419,2012-09-01,424,110,70,40,40,107,64,43,29,35,13
2,425,2012-06-01,425,240,150,90,110,193,114,79,66,48,25
2,425,2012-07-01,463,260,160,100,120,211,125,86,75,50,27
2,425,2012-11-01,446,180,110,70,70,156,93,63,50,43,20
2,425,2013-08-01,454,260,160,100,120,209,125,86,105,46,27
2,425,2013-09-01,445,200,120,80,80,178,99,68,83,43,21
2,430,2012-05-01,1060,640,350,290,270,512,277,235,183,94,72
2,430,2012-07-01,1319,700,380,320,290,567,307,260,206,101,80
2,430,2013-02-01,942,580,320,260,240,496,252,213,243,88,66
2,432,2013-10-01,1246,770,420,350,340,554,281,239,275,96,74
2,432,2013-11-01,1272,580,320,260,230,522,265,225,258,91,69
2,435,2012-01-01,312,160,100,60,70,130,75,55,30,45,18
2,435,2012-02-01,305,160,100,60,70,130,75,55,30,45,18
2,435,2012-04-01,311,140,80,60,50,119,68,51,25,43,16
2,435,2012-05-01,334,140,80,60,50,113,65,48,22,43,15
2,435,2012-08-01,384,120,70,50,40,98,56,42,15,41,13
2,435,2012-09-01,380,140,80,60,50,113,65,48,22,43,15
2,435,2012-10-01,375,150,100,50,80,111,64,47,22,42,15
2,435,2012-11-01,380,140,80,60,50,124,71,53,27,44,17
2,435,2013-01-01,312,160,100,60,70,145,75,55,47,47,18
2,435,2013-02-01,305,160,100,60,70,139,75,55,45,45,18
2,435,2013-04-01,311,140,80,60,50,127,68,51,37,43,16
2,435,2013-05-01,334,140,80,60,50,112,65,48,30,40,15
2,435,2013-06-01,367,130,80,50,50,107,62,46,26,40,15
2,435,2013-07-01,388,120,70,50,40,99,57,43,22,38,14
2,435,2013-08-01,384,120,70,50,40,97,56,42,21,38,13
2,435,2013-10-01,375,150,100,50,80,118,64,47,33,42,15
2,435,2013-11-01,380,140,80,60,50,132,71,53,40,44,17
2,435,2013-12-01,392,130,80,50,50,121,65,49,31,44,16
2,469,2013-06-01,1213,660,360,300,270,527,288,244,265,89,75
2,475,2012-01-01,961,290,180,110,130,310,186,124,115,71,40
2,475,2012-03-01,932,290,180,110,130,309,186,123,114,72,40
2,475,2012-06-01,1102,220,140,80,100,232,140,92,79,61,30
2,475,2012-08-01,1139,210,130,80,90,225,135,90,75,60,29
2,475,2013-05-01,1020,260,160,100,110,273,165,110,135,62,36
2,503,2012-01-01,400,200,120,80,60,160,93,67,28,65,22
2,503,2012-02-01,392,190,110,80,50,155,90,65,25,65,21
2,503,2012-03-01,385,180,110,70,60,149,87,62,24,63,20
2,503,2012-04-01,399,140,80,60,30,119,70,49,8,62,16
2,503,2012-12-01,482,110,70,40,20,98,57,41,1,56,13
2,503,2013-01-01,400,200,120,80,60,179,93,67,44,68,22
2,503,2013-02-01,392,190,110,80,50,165,90,65,37,65,21
2,503,2013-06-01,456,140,90,50,40,111,65,47,6,57,15
2,503,2013-10-01,463,210,130,80,90,153,84,60,31,63,19
2,504,2012-04-01,776,100,60,40,50,86,51,35,30,21,9
2,504,2012-08-01,839,140,80,60,60,118,70,48,46,24,13
2,504,2013-02-01,772,110,70,40,60,100,56,38,50,22,10
2,504,2013-08-01,839,140,80,60,60,117,70,48,63,22,13
2,505,2012-01-01,372,150,90,60,50,120,72,48,26,46,15
2,505,2012-02-01,366,140,90,50,50,114,69,45,24,45,14
2,505,2012-03-01,361,140,90,50,50,119,72,47,26,46,15
2,505,2012-04-01,372,150,90,60,50,125,75,50,27,48,16
2,505,2012-05-01,397,160,100,60,60,132,80,52,31,49,17
2,505,2012-06-01,436,190,120,70,80,156,94,62,43,51,20
2,505,2012-07-01,467,200,120,80,70,160,96,64,44,52,21
2,505,2012-08-01,460,200,120,80,70,160,96,64,44,52,21
2,505,2012-09-01,453,170,110,60,70,139,84,55,34,50,18
2,505,2012-10-01,447,160,110,50,80,114,69,45,23,46,14
2,505,2012-11-01,452,120,70,50,30,109,66,43,20,46,14
2,505,2012-12-01,462,140,90,50,50,122,74,48,27,47,15
2,505,2013-01-01,372,150,90,60,50,134,72,48,41,48,15
2,505,2013-02-01,366,140,90,50,50,121,69,45,36,45,14
2,505,2013-03-01,361,140,90,50,50,127,72,47,39,46,15
2,505,2013-04-01,372,150,90,60,50,133,75,50,40,48,16
2,505,2013-05-01,397,160,100,60,60,131,80,52,43,46,17
2,505,2013-06-01,436,190,120,70,80,155,94,62,59,47,20
2,505,2013-07-01,467,200,120,80,70,159,96,64,61,48,21
2,505,2013-08-01,460,200,120,80,70,159,96,64,61,48,21
2,505,2013-09-01,453,170,110,60,70,148,84,55,50,50,18
2,505,2013-10-01,447,160,110,50,80,121,69,45,34,46,14
2,505,2013-11-01,452,120,70,50,30,116,66,43,30,46,14
2,505,2013-12-01,462,140,90,50,50,130,74,48,40,47,15
2,508,2012-07-01,-1493,630,590,40,560,665,613,52,564,49,17
2,508,2012-08-01,-2033,630,590,40,560,664,612,52,563,49,17
2,509,2012-02-01,331,170,100,70,70,142,84,58,44,40,18
2,509,2012-04-01,340,210,130,80,90,169,100,69,54,46,22
2,509,2012-08-01,454,260,160,100,120,211,125,86,76,49,27
2,509,2013-03-01,325,180,110,70,80,160,89,61,71,41,19
2,513,2012-02-01,357,130,80,50,50,128,76,52,38,38,16
2,513,2012-04-01,363,110,70,40,40,107,64,43,27,37,13
2,513,2012-05-01,384,100,60,40,30,103,61,42,24,37,13
2,513,2012-07-01,432,80,50,30,30,85,51,34,18,33,10
2,515,2012-04-01,964,60,40,20,20,61,33,28,3,30,8
2,515,2012-05-01,976,70,40,30,20,68,37,31,7,30,9
2,515,2012-10-01,1000,60,40,20,30,68,37,31,7,30,9
2,515,2013-03-01,958,60,40,20,20,67,35,28,9,29,8
2,515,2013-09-01,1003,70,40,30,20,77,39,33,10,32,10
2,515,2013-10-01,1000,60,40,20,30,72,37,31,10,30,9
2,515,2013-11-01,1003,60,40,20,20,68,35,29,7,30,8
2,516,2013-09-01,2580,750,450,300,320,842,474,316,463,162,110
2,518,2013-01-01,2101,640,380,260,260,759,407,271,408,152,94
2,518,2013-04-01,2108,670,400,270,280,759,428,284,410,152,99
2,530,2013-06-01,2476,1110,670,440,500,882,534,356,493,165,124
2,530,2013-12-01,2642,830,500,330,350,745,420,279,402,149,97
2,541,2012-09-01,469,170,100,70,50,137,80,57,18,62,18
2,541,2013-04-01,399,140,80,60,30,127,70,49,12,62,16
2,541,2013-07-01,478,110,70,40,20,93,55,39,0,51,12
2,541,2013-09-01,469,170,100,70,50,146,80,57,27,62,18
2,541,2013-11-01,470,150,90,60,40,136,75,53,21,61,17
